Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2019Q1,"",S08000024,"",S308H,"",Elective Inpatients,"",496,782,1.57661290322581,"",505,1058,2.0950495049505,""
2019Q2,"",S08000024,"",S308H,"",Elective Inpatients,"",588,1008,1.71428571428571,"",595,1494,2.5109243697479,""
2019Q3,"",S08000024,"",S308H,"",Elective Inpatients,"",578,978,1.69204152249135,"",585,1541,2.63418803418803,""
2019Q4,"",S08000024,"",S308H,"",Elective Inpatients,"",576,1004,1.74305555555556,"",583,1432,2.45626072041166,""
2020Q1,"",S08000024,"",S308H,"",Elective Inpatients,"",446,716,1.60538116591928,"",460,1096,2.38260869565217,""
2020Q2,"",S08000024,"",S308H,"",Elective Inpatients,"",137,221,1.61313868613139,"",145,409,2.82068965517241,""
2020Q3,"",S08000024,"",S308H,"",Elective Inpatients,"",333,591,1.77477477477477,"",349,1044,2.99140401146132,""
2020Q4,"",S08000024,"",S308H,"",Elective Inpatients,"",359,559,1.55710306406685,"",366,790,2.15846994535519,""
2021Q1,"",S08000024,"",S308H,"",Elective Inpatients,"",338,583,1.72485207100592,"",340,738,2.17058823529412,""
2021Q2,"",S08000024,"",S308H,"",Elective Inpatients,"",393,601,1.529262086514,"",399,1014,2.54135338345865,""
2021Q3,"",S08000024,"",S308H,"",Elective Inpatients,"",249,467,1.87550200803213,"",268,848,3.16417910447761,""
2021Q4,"",S08000024,"",S308H,"",Elective Inpatients,"",232,381,1.64224137931034,"",241,579,2.40248962655602,""
2022Q1,"",S08000024,"",S308H,"",Elective Inpatients,"",268,343,1.27985074626866,"",274,649,2.36861313868613,""
2022Q2,"",S08000024,"",S308H,"",Elective Inpatients,"",305,425,1.39344262295082,"",314,839,2.67197452229299,""
2022Q3,p,S08000024,"",S308H,"",Elective Inpatients,"",358,492,1.37430167597765,"",373,936,2.50938337801609,""
2017Q3,"",S08000024,"",S116H,"",Elective Inpatients,"",1913,5264,2.75169890224778,"",1921,9260,4.8204060385216,""
2017Q4,"",S08000024,"",S116H,"",Elective Inpatients,"",2136,5393,2.5248127340824,"",2139,9460,4.42262739597943,""
2018Q1,"",S08000024,"",S116H,"",Elective Inpatients,"",1807,5035,2.78638627559491,"",1798,9638,5.36040044493882,""
2018Q2,"",S08000024,"",S116H,"",Elective Inpatients,"",2016,5378,2.66765873015873,"",2014,9475,4.70456802383317,""
2018Q3,"",S08000024,"",S116H,"",Elective Inpatients,"",1959,4837,2.4691168963757,"",1967,9140,4.64667005592272,""
2018Q4,"",S08000024,"",S116H,"",Elective Inpatients,"",1841,4785,2.5991309071157,"",1853,9022,4.86886130599029,""
2019Q1,"",S08000024,"",S116H,"",Elective Inpatients,"",1718,5034,2.93015133876601,"",1709,8625,5.04681100058514,""
2019Q2,"",S08000024,"",S116H,"",Elective Inpatients,"",1864,4280,2.29613733905579,"",1842,8474,4.60043431053203,""
2019Q3,"",S08000024,"",S116H,"",Elective Inpatients,"",1828,4753,2.60010940919037,"",1832,8609,4.69923580786026,""
2019Q4,"",S08000024,"",S116H,"",Elective Inpatients,"",1906,4710,2.47114375655824,"",1900,8308,4.37263157894737,""
2020Q1,"",S08000024,"",S116H,"",Elective Inpatients,"",1698,4152,2.4452296819788,"",1718,8128,4.73108265424913,""
2020Q2,"",S08000024,"",S116H,"",Elective Inpatients,"",864,2133,2.46875,"",901,4669,5.18201997780244,""
2020Q3,"",S08000024,"",S116H,"",Elective Inpatients,"",1020,2601,2.55,"",1042,5320,5.10556621880998,""
2020Q4,"",S08000024,"",S116H,"",Elective Inpatients,"",1309,3249,2.48204736440031,"",1333,6050,4.53863465866467,""
2021Q1,"",S08000024,"",S116H,"",Elective Inpatients,"",1180,3092,2.62033898305085,"",1190,5841,4.90840336134454,""
2021Q2,"",S08000024,"",S116H,"",Elective Inpatients,"",1309,3188,2.43544690603514,"",1319,5302,4.01971190295679,""
2021Q3,"",S08000024,"",S116H,"",Elective Inpatients,"",1267,3378,2.66614048934491,"",1257,5710,4.54256165473349,""
2021Q4,"",S08000024,"",S116H,"",Elective Inpatients,"",1107,2520,2.27642276422764,"",1147,6261,5.45858761987794,""
2022Q1,"",S08000024,"",S116H,"",Elective Inpatients,"",1182,2548,2.15566835871404,"",1182,4968,4.20304568527919,""
2022Q2,"",S08000024,"",S116H,"",Elective Inpatients,"",1204,2919,2.42441860465116,"",1186,5052,4.25969645868465,""
2022Q3,p,S08000024,"",S116H,"",Elective Inpatients,"",1265,3168,2.50434782608696,"",1251,6162,4.92565947242206,""
2017Q3,"",S08000025,"",S08000025,d,Elective Inpatients,"",35,60,1.71428571428571,"",40,81,2.025,""
2017Q4,"",S08000025,"",S08000025,d,Elective Inpatients,"",31,62,2,"",30,83,2.76666666666667,""
2018Q1,"",S08000025,"",S08000025,d,Elective Inpatients,"",36,60,1.66666666666667,"",40,77,1.925,""
2018Q2,"",S08000025,"",S08000025,d,Elective Inpatients,"",24,49,2.04166666666667,"",25,50,2,""
2018Q3,"",S08000025,"",S08000025,d,Elective Inpatients,"",28,25,0.892857142857143,"",30,29,0.966666666666667,""
2018Q4,"",S08000025,"",S08000025,d,Elective Inpatients,"",32,32,1,"",35,69,1.97142857142857,""
2019Q1,"",S08000025,"",S08000025,d,Elective Inpatients,"",31,65,2.09677419354839,"",35,125,3.57142857142857,""
2019Q2,"",S08000025,"",S08000025,d,Elective Inpatients,"",30,50,1.66666666666667,"",31,68,2.19354838709677,""
2019Q3,"",S08000025,"",S08000025,d,Elective Inpatients,"",30,57,1.9,"",32,85,2.65625,""
2019Q4,"",S08000025,"",S08000025,d,Elective Inpatients,"",41,84,2.04878048780488,"",40,141,3.525,""
2020Q1,"",S08000025,"",S08000025,d,Elective Inpatients,"",23,33,1.43478260869565,"",30,72,2.4,""
2020Q2,"",S08000025,"",S08000025,d,Elective Inpatients,"",10,13,1.3,"",10,20,2,""
2020Q3,"",S08000025,"",S08000025,d,Elective Inpatients,"",24,24,1,"",25,42,1.68,""
2020Q4,"",S08000025,"",S08000025,d,Elective Inpatients,"",21,45,2.14285714285714,"",25,101,4.04,""
2021Q1,"",S08000025,"",S08000025,d,Elective Inpatients,"",28,68,2.42857142857143,"",29,82,2.82758620689655,""
2021Q2,"",S08000025,"",S08000025,d,Elective Inpatients,"",20,33,1.65,"",25,73,2.92,""
2021Q3,"",S08000025,"",S08000025,d,Elective Inpatients,"",22,32,1.45454545454545,"",30,74,2.46666666666667,""
2021Q4,"",S08000025,"",S08000025,d,Elective Inpatients,"",27,49,1.81481481481481,"",30,73,2.43333333333333,""
2022Q1,"",S08000025,"",S08000025,d,Elective Inpatients,"",15,65,4.33333333333333,"",15,81,5.4,""
2022Q2,"",S08000025,"",S08000025,d,Elective Inpatients,"",25,38,1.52,"",25,46,1.84,""
2022Q3,p,S08000025,"",S08000025,d,Elective Inpatients,"",24,54,2.25,"",30,62,2.06666666666667,""
2017Q3,"",S08000025,"",R103H,"",Elective Inpatients,"",35,60,1.71428571428571,"",40,81,2.025,""
2017Q4,"",S08000025,"",R103H,"",Elective Inpatients,"",31,62,2,"",30,83,2.76666666666667,""
2018Q1,"",S08000025,"",R103H,"",Elective Inpatients,"",36,60,1.66666666666667,"",40,77,1.925,""
2018Q2,"",S08000025,"",R103H,"",Elective Inpatients,"",24,49,2.04166666666667,"",25,50,2,""
2018Q3,"",S08000025,"",R103H,"",Elective Inpatients,"",28,25,0.892857142857143,"",30,29,0.966666666666667,""
2018Q4,"",S08000025,"",R103H,"",Elective Inpatients,"",32,32,1,"",35,69,1.97142857142857,""
2019Q1,"",S08000025,"",R103H,"",Elective Inpatients,"",31,65,2.09677419354839,"",35,125,3.57142857142857,""
2019Q2,"",S08000025,"",R103H,"",Elective Inpatients,"",30,50,1.66666666666667,"",31,68,2.19354838709677,""
2019Q3,"",S08000025,"",R103H,"",Elective Inpatients,"",30,57,1.9,"",32,85,2.65625,""
2019Q4,"",S08000025,"",R103H,"",Elective Inpatients,"",41,84,2.04878048780488,"",40,141,3.525,""
2020Q1,"",S08000025,"",R103H,"",Elective Inpatients,"",23,33,1.43478260869565,"",30,72,2.4,""
2020Q2,"",S08000025,"",R103H,"",Elective Inpatients,"",10,13,1.3,"",10,20,2,""
2020Q3,"",S08000025,"",R103H,"",Elective Inpatients,"",24,24,1,"",25,42,1.68,""
2020Q4,"",S08000025,"",R103H,"",Elective Inpatients,"",21,45,2.14285714285714,"",25,101,4.04,""
2021Q1,"",S08000025,"",R103H,"",Elective Inpatients,"",28,68,2.42857142857143,"",29,82,2.82758620689655,""
2021Q2,"",S08000025,"",R103H,"",Elective Inpatients,"",20,33,1.65,"",25,73,2.92,""
2021Q3,"",S08000025,"",R103H,"",Elective Inpatients,"",22,32,1.45454545454545,"",30,74,2.46666666666667,""
2021Q4,"",S08000025,"",R103H,"",Elective Inpatients,"",27,49,1.81481481481481,"",30,73,2.43333333333333,""
2022Q1,"",S08000025,"",R103H,"",Elective Inpatients,"",15,65,4.33333333333333,"",15,81,5.4,""
2022Q2,"",S08000025,"",R103H,"",Elective Inpatients,"",25,38,1.52,"",25,46,1.84,""
2022Q3,p,S08000025,"",R103H,"",Elective Inpatients,"",24,54,2.25,"",30,62,2.06666666666667,""
2017Q3,"",S08000026,"",Z102H,"",Elective Inpatients,"",66,106,1.60606060606061,"",70,144,2.05714285714286,""
2017Q4,"",S08000026,"",Z102H,"",Elective Inpatients,"",86,143,1.66279069767442,"",85,174,2.04705882352941,""
2018Q1,"",S08000026,"",Z102H,"",Elective Inpatients,"",64,96,1.5,"",65,151,2.32307692307692,""
2018Q2,"",S08000026,"",Z102H,"",Elective Inpatients,"",67,117,1.74626865671642,"",69,131,1.89855072463768,""
2018Q3,"",S08000026,"",Z102H,"",Elective Inpatients,"",65,91,1.4,"",65,128,1.96923076923077,""
2018Q4,"",S08000026,"",Z102H,"",Elective Inpatients,"",76,115,1.51315789473684,"",75,152,2.02666666666667,""
2019Q1,"",S08000026,"",Z102H,"",Elective Inpatients,"",48,97,2.02083333333333,"",50,106,2.12,""
2019Q2,"",S08000026,"",Z102H,"",Elective Inpatients,"",70,110,1.57142857142857,"",70,165,2.35714285714286,""
2019Q3,"",S08000026,"",Z102H,"",Elective Inpatients,"",79,129,1.63291139240506,"",80,217,2.7125,""
2019Q4,"",S08000026,"",Z102H,"",Elective Inpatients,"",59,101,1.71186440677966,"",58,125,2.1551724137931,""
2020Q1,"",S08000026,"",Z102H,"",Elective Inpatients,"",49,59,1.20408163265306,"",50,100,2,""
2020Q2,"",S08000026,"",Z102H,"",Elective Inpatients,"",25,30,1.2,"",24,30,1.25,""
2020Q3,"",S08000026,"",Z102H,"",Elective Inpatients,"",50,77,1.54,"",50,98,1.96,""
2020Q4,"",S08000026,"",Z102H,"",Elective Inpatients,"",45,72,1.6,"",45,85,1.88888888888889,""
2021Q1,"",S08000026,"",Z102H,"",Elective Inpatients,"",41,61,1.48780487804878,"",40,82,2.05,""
2021Q2,"",S08000026,"",Z102H,"",Elective Inpatients,"",42,91,2.16666666666667,"",40,112,2.8,""
2021Q3,"",S08000026,"",Z102H,"",Elective Inpatients,"",36,70,1.94444444444444,"",40,80,2,""
2021Q4,"",S08000026,"",Z102H,"",Elective Inpatients,"",39,49,1.25641025641026,"",40,75,1.875,""
2022Q1,"",S08000026,"",Z102H,"",Elective Inpatients,"",163,275,1.68711656441718,"",165,292,1.76969696969697,""
2022Q2,"",S08000026,"",Z102H,"",Elective Inpatients,"",48,73,1.52083333333333,"",50,73,1.46,""
2022Q3,p,S08000026,"",Z102H,"",Elective Inpatients,"",12,16,1.33333333333333,"",10,16,1.6,""
2017Q3,"",S08000026,"",S08000026,d,Elective Inpatients,"",66,106,1.60606060606061,"",70,144,2.05714285714286,""
2017Q4,"",S08000026,"",S08000026,d,Elective Inpatients,"",86,143,1.66279069767442,"",85,174,2.04705882352941,""
2018Q1,"",S08000026,"",S08000026,d,Elective Inpatients,"",64,96,1.5,"",65,151,2.32307692307692,""
2018Q2,"",S08000026,"",S08000026,d,Elective Inpatients,"",67,117,1.74626865671642,"",69,131,1.89855072463768,""
2018Q3,"",S08000026,"",S08000026,d,Elective Inpatients,"",65,91,1.4,"",65,128,1.96923076923077,""
2018Q4,"",S08000026,"",S08000026,d,Elective Inpatients,"",76,115,1.51315789473684,"",75,152,2.02666666666667,""
2019Q1,"",S08000026,"",S08000026,d,Elective Inpatients,"",48,97,2.02083333333333,"",50,106,2.12,""
2019Q2,"",S08000026,"",S08000026,d,Elective Inpatients,"",70,110,1.57142857142857,"",70,165,2.35714285714286,""
2019Q3,"",S08000026,"",S08000026,d,Elective Inpatients,"",79,129,1.63291139240506,"",80,217,2.7125,""
2019Q4,"",S08000026,"",S08000026,d,Elective Inpatients,"",59,101,1.71186440677966,"",58,125,2.1551724137931,""
2020Q1,"",S08000026,"",S08000026,d,Elective Inpatients,"",49,59,1.20408163265306,"",50,100,2,""
2020Q2,"",S08000026,"",S08000026,d,Elective Inpatients,"",25,30,1.2,"",24,30,1.25,""
2020Q3,"",S08000026,"",S08000026,d,Elective Inpatients,"",50,77,1.54,"",50,98,1.96,""
2020Q4,"",S08000026,"",S08000026,d,Elective Inpatients,"",45,72,1.6,"",45,85,1.88888888888889,""
2021Q1,"",S08000026,"",S08000026,d,Elective Inpatients,"",41,61,1.48780487804878,"",40,82,2.05,""
2021Q2,"",S08000026,"",S08000026,d,Elective Inpatients,"",42,91,2.16666666666667,"",40,112,2.8,""
2021Q3,"",S08000026,"",S08000026,d,Elective Inpatients,"",36,70,1.94444444444444,"",40,80,2,""
2021Q4,"",S08000026,"",S08000026,d,Elective Inpatients,"",39,49,1.25641025641026,"",40,75,1.875,""
2022Q1,"",S08000026,"",S08000026,d,Elective Inpatients,"",163,275,1.68711656441718,"",165,292,1.76969696969697,""
2022Q2,"",S08000026,"",S08000026,d,Elective Inpatients,"",48,73,1.52083333333333,"",50,73,1.46,""
2022Q3,p,S08000026,"",S08000026,d,Elective Inpatients,"",12,16,1.33333333333333,"",10,16,1.6,""
2017Q3,"",S08000030,"",S08000030,d,Elective Inpatients,"",2714,6886,2.53721444362564,"",2712,8746,3.22492625368732,""
2017Q4,"",S08000030,"",S08000030,d,Elective Inpatients,"",2430,5849,2.40699588477366,"",2440,8388,3.43770491803279,""
2018Q1,"",S08000030,"",S08000030,d,Elective Inpatients,"",2306,5553,2.40806591500434,"",2302,7682,3.33709817549957,""
2018Q2,"",S08000030,"",S08000030,d,Elective Inpatients,"",2518,5989,2.37847498014297,"",2522,7886,3.1268834258525,""
2018Q3,"",S08000030,"",S08000030,d,Elective Inpatients,"",2137,4445,2.08001871782873,"",2140,6387,2.98457943925234,""
2018Q4,"",S08000030,"",S08000030,d,Elective Inpatients,"",2130,4587,2.15352112676056,"",2157,6704,3.1080203987019,""
2019Q1,"",S08000030,"",S08000030,d,Elective Inpatients,"",2208,4701,2.12907608695652,"",2201,6436,2.92412539754657,""
2019Q2,"",S08000030,"",S08000030,d,Elective Inpatients,"",2319,5226,2.25355756791721,"",2341,7305,3.12046134130713,""
2019Q3,"",S08000030,"",S08000030,d,Elective Inpatients,"",2197,4754,2.16385980883022,"",2200,7147,3.24863636363636,""
2019Q4,"",S08000030,"",S08000030,d,Elective Inpatients,"",2290,5262,2.29781659388646,"",2310,7411,3.20822510822511,""
2020Q1,"",S08000030,"",S08000030,d,Elective Inpatients,"",2243,4761,2.1226036558181,"",2256,6644,2.94503546099291,""
2020Q2,"",S08000030,"",S08000030,d,Elective Inpatients,"",729,2023,2.77503429355281,"",721,2709,3.75728155339806,""
2020Q3,"",S08000030,"",S08000030,d,Elective Inpatients,"",1344,3153,2.34598214285714,"",1354,4764,3.51846381093058,""
2020Q4,"",S08000030,"",S08000030,d,Elective Inpatients,"",1616,3808,2.35643564356436,"",1616,5072,3.13861386138614,""
2021Q1,"",S08000030,"",S08000030,d,Elective Inpatients,"",1020,2081,2.04019607843137,"",1037,2958,2.85245901639344,""
2021Q2,"",S08000030,"",S08000030,d,Elective Inpatients,"",1660,4356,2.62409638554217,"",1656,5150,3.10990338164251,""
2021Q3,"",S08000030,"",S08000030,d,Elective Inpatients,"",1640,4094,2.49634146341463,"",1649,5180,3.14129775621589,""
2021Q4,"",S08000030,"",S08000030,d,Elective Inpatients,"",1537,3692,2.40208197787899,"",1553,4973,3.20218931101095,""
2022Q1,"",S08000030,"",S08000030,d,Elective Inpatients,"",1517,3010,1.98417930125247,"",1520,4487,2.95197368421053,""
2022Q2,"",S08000030,"",S08000030,d,Elective Inpatients,"",1731,4008,2.31542461005199,"",1743,5353,3.07114170969593,""
2022Q3,p,S08000030,"",S08000030,d,Elective Inpatients,"",1734,3862,2.22722029988466,"",1739,5483,3.15296147211041,""
2017Q3,"",S08000030,"",T101H,"",Elective Inpatients,"",2039,5377,2.63707699852869,"",2038,6927,3.39892051030422,""
2017Q4,"",S08000030,"",T101H,"",Elective Inpatients,"",1756,4601,2.62015945330296,"",1757,6524,3.71314741035857,""
2018Q1,"",S08000030,"",T101H,"",Elective Inpatients,"",1646,4385,2.6640340218712,"",1642,6156,3.74908647990256,""
2018Q2,"",S08000030,"",T101H,"",Elective Inpatients,"",1780,4637,2.60505617977528,"",1783,6191,3.47223780145822,""
2018Q3,"",S08000030,"",T101H,"",Elective Inpatients,"",1552,3468,2.23453608247423,"",1554,5127,3.2992277992278,""
2018Q4,"",S08000030,"",T101H,"",Elective Inpatients,"",1498,3635,2.42656875834446,"",1517,5302,3.4950560316414,""
2019Q1,"",S08000030,"",T101H,"",Elective Inpatients,"",1542,3510,2.27626459143969,"",1537,4942,3.21535458685751,""
2019Q2,"",S08000030,"",T101H,"",Elective Inpatients,"",1707,4008,2.34797891036907,"",1724,5766,3.3445475638051,""
2019Q3,"",S08000030,"",T101H,"",Elective Inpatients,"",1567,3414,2.17868538608807,"",1569,5664,3.60994263862333,""
2019Q4,"",S08000030,"",T101H,"",Elective Inpatients,"",1514,3535,2.33487450462351,"",1533,5472,3.56947162426614,""
2020Q1,"",S08000030,"",T101H,"",Elective Inpatients,"",1517,3496,2.30454845088991,"",1526,5190,3.40104849279161,""
2020Q2,"",S08000030,"",T101H,"",Elective Inpatients,"",485,1586,3.2701030927835,"",477,2203,4.61844863731656,""
2020Q3,"",S08000030,"",T101H,"",Elective Inpatients,"",817,2094,2.56303549571603,"",828,3596,4.34299516908213,""
2020Q4,"",S08000030,"",T101H,"",Elective Inpatients,"",939,2530,2.69435569755059,"",933,3621,3.88102893890675,""
2021Q1,"",S08000030,"",T101H,"",Elective Inpatients,"",636,1590,2.5,"",653,2423,3.71056661562021,""
2021Q2,"",S08000030,"",T101H,"",Elective Inpatients,"",997,3231,3.2407221664995,"",993,3933,3.9607250755287,""
2021Q3,"",S08000030,"",T101H,"",Elective Inpatients,"",1006,3138,3.11928429423459,"",1009,4056,4.01982160555005,""
2021Q4,"",S08000030,"",T101H,"",Elective Inpatients,"",986,2870,2.91075050709939,"",998,4053,4.06112224448898,""
2022Q1,"",S08000030,"",T101H,"",Elective Inpatients,"",997,2326,2.33299899699097,"",996,3709,3.72389558232932,""
2022Q2,"",S08000030,"",T101H,"",Elective Inpatients,"",1042,2759,2.64779270633397,"",1048,3973,3.79103053435115,""
2022Q3,p,S08000030,"",T101H,"",Elective Inpatients,"",1054,2760,2.61859582542695,"",1053,4261,4.04653371320038,""
2017Q3,"",S08000030,"",T202H,"",Elective Inpatients,"",411,953,2.31873479318735,"",410,1243,3.03170731707317,""
2017Q4,"",S08000030,"",T202H,"",Elective Inpatients,"",424,879,2.07311320754717,"",432,1453,3.36342592592593,""
2018Q1,"",S08000030,"",T202H,"",Elective Inpatients,"",396,855,2.15909090909091,"",395,1146,2.90126582278481,""
2018Q2,"",S08000030,"",T202H,"",Elective Inpatients,"",511,1071,2.0958904109589,"",511,1365,2.67123287671233,""
2018Q3,"",S08000030,"",T202H,"",Elective Inpatients,"",387,627,1.62015503875969,"",388,935,2.40979381443299,""
2018Q4,"",S08000030,"",T202H,"",Elective Inpatients,"",426,684,1.6056338028169,"",435,1094,2.51494252873563,""
2019Q1,"",S08000030,"",T202H,"",Elective Inpatients,"",437,835,1.91075514874142,"",435,1064,2.44597701149425,""
2019Q2,"",S08000030,"",T202H,"",Elective Inpatients,"",418,853,2.04066985645933,"",425,1167,2.74588235294118,""
2019Q3,"",S08000030,"",T202H,"",Elective Inpatients,"",498,976,1.95983935742972,"",499,1142,2.28857715430862,""
2019Q4,"",S08000030,"",T202H,"",Elective Inpatients,"",570,1201,2.10701754385965,"",570,1397,2.45087719298246,""
2020Q1,"",S08000030,"",T202H,"",Elective Inpatients,"",541,955,1.76524953789279,"",544,1083,1.99080882352941,""
2020Q2,"",S08000030,"",T202H,"",Elective Inpatients,"",233,330,1.41630901287554,"",233,361,1.54935622317597,""
2020Q3,"",S08000030,"",T202H,"",Elective Inpatients,"",432,836,1.93518518518519,"",430,944,2.1953488372093,""
2020Q4,"",S08000030,"",T202H,"",Elective Inpatients,"",616,1145,1.85876623376623,"",623,1300,2.08667736757624,""
2021Q1,"",S08000030,"",T202H,"",Elective Inpatients,"",374,463,1.2379679144385,"",375,489,1.304,""
2021Q2,"",S08000030,"",T202H,"",Elective Inpatients,"",533,927,1.73921200750469,"",534,1009,1.88951310861423,""
2021Q3,"",S08000030,"",T202H,"",Elective Inpatients,"",430,605,1.40697674418605,"",435,773,1.77701149425287,""
2021Q4,"",S08000030,"",T202H,"",Elective Inpatients,"",394,462,1.17258883248731,"",400,550,1.375,""
2022Q1,"",S08000030,"",T202H,"",Elective Inpatients,"",374,419,1.12032085561497,"",375,512,1.36533333333333,""
2022Q2,"",S08000030,"",T202H,"",Elective Inpatients,"",485,873,1.8,"",490,979,1.99795918367347,""
2022Q3,p,S08000030,"",T202H,"",Elective Inpatients,"",499,829,1.66132264529058,"",505,934,1.84950495049505,""
2017Q3,"",S08000030,"",T312H,"",Elective Inpatients,"",250,324,1.296,"",250,339,1.356,""
2017Q4,"",S08000030,"",T312H,"",Elective Inpatients,"",245,299,1.22040816326531,"",250,347,1.388,""
2018Q1,"",S08000030,"",T312H,"",Elective Inpatients,"",265,310,1.16981132075472,"",265,339,1.27924528301887,""
2018Q2,"",S08000030,"",T312H,"",Elective Inpatients,"",225,281,1.24888888888889,"",225,330,1.46666666666667,""
2018Q3,"",S08000030,"",T312H,"",Elective Inpatients,"",194,279,1.43814432989691,"",195,305,1.56410256410256,""
2018Q4,"",S08000030,"",T312H,"",Elective Inpatients,"",201,254,1.2636815920398,"",205,300,1.46341463414634,""
2019Q1,"",S08000030,"",T312H,"",Elective Inpatients,"",226,337,1.49115044247788,"",225,375,1.66666666666667,""
2019Q2,"",S08000030,"",T312H,"",Elective Inpatients,"",184,291,1.58152173913043,"",185,306,1.65405405405405,""
2019Q3,"",S08000030,"",T312H,"",Elective Inpatients,"",121,217,1.79338842975207,"",120,147,1.225,""
2019Q4,"",S08000030,"",T312H,"",Elective Inpatients,"",196,339,1.72959183673469,"",196,358,1.8265306122449,""
2020Q1,"",S08000030,"",T312H,"",Elective Inpatients,"",176,237,1.34659090909091,"",175,298,1.70285714285714,""
2020Q3,"",S08000030,"",T312H,"",Elective Inpatients,"",90,96,1.06666666666667,"",89,97,1.08988764044944,""
2020Q4,"",S08000030,"",T312H,"",Elective Inpatients,"",57,80,1.40350877192982,"",58,135,2.32758620689655,""
2021Q1,"",S08000030,"",T312H,"",Elective Inpatients,"",5,0,0,"",5,0,0,""
2021Q2,"",S08000030,"",T312H,"",Elective Inpatients,"",124,130,1.04838709677419,"",125,138,1.104,""
2021Q3,"",S08000030,"",T312H,"",Elective Inpatients,"",196,266,1.35714285714286,"",196,266,1.35714285714286,""
2021Q4,"",S08000030,"",T312H,"",Elective Inpatients,"",145,222,1.53103448275862,"",147,232,1.57823129251701,""
2022Q1,"",S08000030,"",T312H,"",Elective Inpatients,"",135,151,1.11851851851852,"",140,152,1.08571428571429,""
2022Q2,"",S08000030,"",T312H,"",Elective Inpatients,"",195,279,1.43076923076923,"",198,304,1.53535353535354,""
2022Q3,p,S08000030,"",T312H,"",Elective Inpatients,"",180,236,1.31111111111111,"",180,251,1.39444444444444,""
2017Q3,"",S08000028,"",S08000028,d,Elective Inpatients,"",112,202,1.80357142857143,"",110,256,2.32727272727273,""
2017Q4,"",S08000028,"",S08000028,d,Elective Inpatients,"",114,261,2.28947368421053,"",115,273,2.37391304347826,""
2018Q1,"",S08000028,"",S08000028,d,Elective Inpatients,"",139,318,2.28776978417266,"",138,334,2.42028985507246,""
2018Q2,"",S08000028,"",S08000028,d,Elective Inpatients,"",106,218,2.05660377358491,"",108,258,2.38888888888889,""
2018Q3,"",S08000028,"",S08000028,d,Elective Inpatients,"",108,226,2.09259259259259,"",106,367,3.4622641509434,""
2018Q4,"",S08000028,"",S08000028,d,Elective Inpatients,"",97,263,2.71134020618557,"",100,386,3.86,""
2019Q1,"",S08000028,"",S08000028,d,Elective Inpatients,"",104,227,2.18269230769231,"",103,247,2.39805825242718,""
2019Q2,"",S08000028,"",S08000028,d,Elective Inpatients,"",95,148,1.55789473684211,"",95,244,2.56842105263158,""
2019Q3,"",S08000028,"",S08000028,d,Elective Inpatients,"",122,303,2.48360655737705,"",120,357,2.975,""
2019Q4,"",S08000028,"",S08000028,d,Elective Inpatients,"",116,279,2.4051724137931,"",121,411,3.39669421487603,""
2020Q1,"",S08000028,"",S08000028,d,Elective Inpatients,"",104,292,2.80769230769231,"",105,321,3.05714285714286,""
2020Q2,"",S08000028,"",S08000028,d,Elective Inpatients,"",60,16,0.266666666666667,"",60,22,0.366666666666667,""
2020Q3,"",S08000028,"",S08000028,d,Elective Inpatients,"",38,76,2,"",40,173,4.325,""
2020Q4,"",S08000028,"",S08000028,d,Elective Inpatients,"",79,173,2.18987341772152,"",81,198,2.44444444444444,""
2021Q1,"",S08000028,"",S08000028,d,Elective Inpatients,"",25,58,2.32,"",25,58,2.32,""
2021Q2,"",S08000028,"",S08000028,d,Elective Inpatients,"",73,230,3.15068493150685,"",75,282,3.76,""
2021Q3,"",S08000028,"",S08000028,d,Elective Inpatients,"",82,216,2.63414634146341,"",88,299,3.39772727272727,""
2021Q4,"",S08000028,"",S08000028,d,Elective Inpatients,"",59,149,2.52542372881356,"",60,217,3.61666666666667,""
2022Q1,"",S08000028,"",S08000028,d,Elective Inpatients,"",32,41,1.28125,"",34,46,1.35294117647059,""
2022Q2,"",S08000028,"",S08000028,d,Elective Inpatients,"",71,201,2.83098591549296,"",75,300,4,""
2022Q3,p,S08000028,"",S08000028,d,Elective Inpatients,"",80,229,2.8625,"",85,304,3.57647058823529,""
2017Q3,"",S08000028,"",W107H,"",Elective Inpatients,"",110,202,1.83636363636364,"",105,256,2.43809523809524,""
2017Q4,"",S08000028,"",W107H,"",Elective Inpatients,"",114,261,2.28947368421053,"",115,273,2.37391304347826,""
2018Q1,"",S08000028,"",W107H,"",Elective Inpatients,"",135,315,2.33333333333333,"",135,330,2.44444444444444,""
2018Q2,"",S08000028,"",W107H,"",Elective Inpatients,"",105,215,2.04761904761905,"",105,255,2.42857142857143,""
2018Q3,"",S08000028,"",W107H,"",Elective Inpatients,"",105,226,2.15238095238095,"",105,367,3.4952380952381,""
2018Q4,"",S08000028,"",W107H,"",Elective Inpatients,"",97,263,2.71134020618557,"",100,386,3.86,""
2019Q1,"",S08000028,"",W107H,"",Elective Inpatients,"",105,225,2.14285714285714,"",100,245,2.45,""
2019Q2,"",S08000028,"",W107H,"",Elective Inpatients,"",90,145,1.61111111111111,"",90,240,2.66666666666667,""
