Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2019Q1,,S08000024,,S08000024,d,Emergency Inpatients,,17143,46023,2.684652628,,17004,140290,8.250411668,
2019Q2,,S08000024,,S08000024,d,Emergency Inpatients,,17724,41302,2.330286617,,17575,138953,7.90628734,
2019Q3,,S08000024,,S08000024,d,Emergency Inpatients,,17654,41848,2.370454288,,17497,132114,7.550665828,
2019Q4,,S08000024,,S08000024,d,Emergency Inpatients,,17262,43518,2.521028849,,17104,137352,8.030402245,
2020Q1,,S08000024,,S08000024,d,Emergency Inpatients,,15651,42793,2.734202287,,15794,146663,9.285994682,
2020Q2,,S08000024,,S08000024,d,Emergency Inpatients,,13356,29286,2.192722372,,13103,97830,7.466229108,
2020Q3,,S08000024,,S08000024,d,Emergency Inpatients,,16068,35217,2.191747573,,15803,109755,6.945200278,
2020Q4,,S08000024,,S08000024,d,Emergency Inpatients,,15167,36853,2.429814729,,14955,122356,8.181611501,
2021Q1,,S08000024,,S08000024,d,Emergency Inpatients,,15198,38771,2.55105935,,15117,127073,8.405966792,
2021Q2,,S08000024,,S08000024,d,Emergency Inpatients,,16584,39589,2.387180415,,16331,122335,7.490968097,
2021Q3,,S08000024,,S08000024,d,Emergency Inpatients,,15585,39763,2.551363491,,15434,125499,8.13133342,
2021Q4,,S08000024,,S08000024,d,Emergency Inpatients,,14791,41554,2.809411128,,14698,131593,8.953122874,
2022Q1,,S08000024,,S08000024,d,Emergency Inpatients,,13925,40647,2.918994614,,13781,127587,9.258181554,
2022Q2,,S08000024,,S08000024,d,Emergency Inpatients,,14100,40899,2.900638298,,13987,131565,9.40623436,
2022Q3,p,S08000024,,S08000024,d,Emergency Inpatients,,14082,43339,3.077616816,,14008,135748,9.690748144,
2017Q3,,S08000024,,S12000040,,Emergency Inpatients,,3370,9782,2.902670623,,3318,22158,6.678119349,
2017Q4,,S08000024,,S12000040,,Emergency Inpatients,,3367,9908,2.942678943,,3306,23938,7.24077435,
2018Q1,,S08000024,,S12000040,,Emergency Inpatients,,3483,10448,2.999712891,,3436,24457,7.117869616,
2018Q2,,S08000024,,S12000040,,Emergency Inpatients,,3308,10044,3.036275695,,3252,24514,7.538130381,
2018Q3,,S08000024,,S12000040,,Emergency Inpatients,,3509,9861,2.810202337,,3447,23602,6.847113432,
2018Q4,,S08000024,,S12000040,,Emergency Inpatients,,3861,11115,2.878787879,,3844,27238,7.085848075,
2019Q1,,S08000024,,S12000040,,Emergency Inpatients,,3805,10794,2.836793693,,3744,24153,6.451121795,
2019Q2,,S08000024,,S12000040,,Emergency Inpatients,,4080,9865,2.417892157,,4034,24561,6.088497769,
2019Q3,,S08000024,,S12000040,,Emergency Inpatients,,3972,10941,2.754531722,,3928,25646,6.529022403,
2019Q4,,S08000024,,S12000040,,Emergency Inpatients,,4017,11219,2.792880259,,3978,24920,6.2644545,
2020Q1,,S08000024,,S12000040,,Emergency Inpatients,,3723,11022,2.960515713,,3759,28989,7.71189146,
2020Q2,,S08000024,,S12000040,,Emergency Inpatients,,3240,6197,1.912654321,,3159,16595,5.253244698,
2020Q3,,S08000024,,S12000040,,Emergency Inpatients,,3882,8048,2.073158166,,3819,21023,5.5048442,
2020Q4,,S08000024,,S12000040,,Emergency Inpatients,,3586,8245,2.299219186,,3550,21654,6.09971831,
2021Q1,,S08000024,,S12000040,,Emergency Inpatients,,3887,9032,2.323642912,,3837,22550,5.87698723,
2021Q2,,S08000024,,S12000040,,Emergency Inpatients,,4232,8324,1.966918715,,4211,23014,5.465210164,
2021Q3,,S08000024,,S12000040,,Emergency Inpatients,,4120,9689,2.351699029,,4036,22277,5.519573835,
2021Q4,,S08000024,,S12000040,,Emergency Inpatients,,4062,10147,2.498030527,,4037,25124,6.223433243,
2022Q1,,S08000024,,S12000040,,Emergency Inpatients,,3632,8926,2.457599119,,3559,24086,6.767631357,
2022Q2,,S08000024,,S12000040,,Emergency Inpatients,,3867,8366,2.163434187,,3850,24325,6.318181818,
2022Q3,p,S08000024,,S12000040,,Emergency Inpatients,,3859,9383,2.431458927,,3816,26268,6.883647799,
2017Q3,,S08000025,,S08000025,d,Emergency Inpatients,,424,1501,3.54009434,,392,2747,7.007653061,
2017Q4,,S08000025,,S08000025,d,Emergency Inpatients,,472,1770,3.75,,439,3430,7.813211845,
2018Q1,,S08000025,,S08000025,d,Emergency Inpatients,,461,1776,3.852494577,,432,3048,7.055555556,
2018Q2,,S08000025,,S08000025,d,Emergency Inpatients,,492,1589,3.229674797,,454,2969,6.539647577,
2018Q3,,S08000025,,S08000025,d,Emergency Inpatients,,499,1635,3.276553106,,464,3400,7.327586207,
2018Q4,,S08000025,,S08000025,d,Emergency Inpatients,,515,1841,3.574757282,,471,3112,6.607218684,
2019Q1,,S08000025,,S08000025,d,Emergency Inpatients,,487,1859,3.81724846,,448,3379,7.542410714,
2019Q2,,S08000025,,S08000025,d,Emergency Inpatients,,465,1657,3.56344086,,424,3734,8.806603774,
2019Q3,,S08000025,,S08000025,d,Emergency Inpatients,,436,1649,3.782110092,,412,2774,6.733009709,
2019Q4,,S08000025,,S08000025,d,Emergency Inpatients,,486,2126,4.374485597,,449,3165,7.048997773,
2020Q1,,S08000025,,S08000025,d,Emergency Inpatients,,462,2111,4.569264069,,436,3595,8.245412844,
2020Q2,,S08000025,,S08000025,d,Emergency Inpatients,,363,1530,4.214876033,,341,2816,8.258064516,
2020Q3,,S08000025,,S08000025,d,Emergency Inpatients,,480,1894,3.945833333,,434,2740,6.313364055,
2020Q4,,S08000025,,S08000025,d,Emergency Inpatients,,480,2308,4.808333333,,450,3083,6.851111111,
2021Q1,,S08000025,,S08000025,d,Emergency Inpatients,,489,1893,3.871165644,,447,3025,6.767337808,
2021Q2,,S08000025,,S08000025,d,Emergency Inpatients,,499,2183,4.374749499,,459,3959,8.625272331,
2021Q3,,S08000025,,S08000025,d,Emergency Inpatients,,533,2226,4.176360225,,487,3316,6.809034908,
2021Q4,,S08000025,,S08000025,d,Emergency Inpatients,,514,2612,5.081712062,,462,3598,7.787878788,
2022Q1,,S08000025,,S08000025,d,Emergency Inpatients,,482,2074,4.302904564,,441,3620,8.20861678,
2022Q2,,S08000025,,S08000025,d,Emergency Inpatients,,459,1991,4.337690632,,442,4535,10.260181,
2022Q3,p,S08000025,,S08000025,d,Emergency Inpatients,,426,2279,5.349765258,,387,3645,9.418604651,
2017Q3,,S08000025,,S12000023,,Emergency Inpatients,,424,1501,3.54009434,,392,2747,7.007653061,
2017Q4,,S08000025,,S12000023,,Emergency Inpatients,,472,1770,3.75,,439,3430,7.813211845,
2018Q1,,S08000025,,S12000023,,Emergency Inpatients,,461,1776,3.852494577,,432,3048,7.055555556,
2018Q2,,S08000025,,S12000023,,Emergency Inpatients,,492,1589,3.229674797,,454,2969,6.539647577,
2018Q3,,S08000025,,S12000023,,Emergency Inpatients,,499,1635,3.276553106,,464,3400,7.327586207,
2018Q4,,S08000025,,S12000023,,Emergency Inpatients,,515,1841,3.574757282,,471,3112,6.607218684,
2019Q1,,S08000025,,S12000023,,Emergency Inpatients,,487,1859,3.81724846,,448,3379,7.542410714,
2019Q2,,S08000025,,S12000023,,Emergency Inpatients,,465,1657,3.56344086,,424,3734,8.806603774,
2019Q3,,S08000025,,S12000023,,Emergency Inpatients,,436,1649,3.782110092,,412,2774,6.733009709,
2019Q4,,S08000025,,S12000023,,Emergency Inpatients,,486,2126,4.374485597,,449,3165,7.048997773,
2020Q1,,S08000025,,S12000023,,Emergency Inpatients,,462,2111,4.569264069,,436,3595,8.245412844,
2020Q2,,S08000025,,S12000023,,Emergency Inpatients,,363,1530,4.214876033,,341,2816,8.258064516,
2020Q3,,S08000025,,S12000023,,Emergency Inpatients,,480,1894,3.945833333,,434,2740,6.313364055,
2020Q4,,S08000025,,S12000023,,Emergency Inpatients,,480,2308,4.808333333,,450,3083,6.851111111,
2021Q1,,S08000025,,S12000023,,Emergency Inpatients,,489,1893,3.871165644,,447,3025,6.767337808,
2021Q2,,S08000025,,S12000023,,Emergency Inpatients,,499,2183,4.374749499,,459,3959,8.625272331,
2021Q3,,S08000025,,S12000023,,Emergency Inpatients,,533,2226,4.176360225,,487,3316,6.809034908,
2021Q4,,S08000025,,S12000023,,Emergency Inpatients,,514,2612,5.081712062,,462,3598,7.787878788,
2022Q1,,S08000025,,S12000023,,Emergency Inpatients,,482,2074,4.302904564,,441,3620,8.20861678,
2022Q2,,S08000025,,S12000023,,Emergency Inpatients,,459,1991,4.337690632,,442,4535,10.260181,
2022Q3,p,S08000025,,S12000023,,Emergency Inpatients,,426,2279,5.349765258,,387,3645,9.418604651,
2017Q3,,S08000026,,S08000026,d,Emergency Inpatients,,509,2108,4.141453831,,472,2800,5.93220339,
2017Q4,,S08000026,,S08000026,d,Emergency Inpatients,,544,2238,4.113970588,,517,3063,5.924564797,
2018Q1,,S08000026,,S08000026,d,Emergency Inpatients,,547,2109,3.855575868,,514,2818,5.482490272,
2018Q2,,S08000026,,S08000026,d,Emergency Inpatients,,531,2145,4.039548023,,500,2901,5.802,
2018Q3,,S08000026,,S08000026,d,Emergency Inpatients,,494,2064,4.178137652,,464,2607,5.618534483,
2018Q4,,S08000026,,S08000026,d,Emergency Inpatients,,537,2019,3.759776536,,521,3061,5.875239923,
2019Q1,,S08000026,,S08000026,d,Emergency Inpatients,,524,2359,4.501908397,,472,2710,5.741525424,
2019Q2,,S08000026,,S08000026,d,Emergency Inpatients,,513,2263,4.411306043,,479,2857,5.964509395,
2019Q3,,S08000026,,S08000026,d,Emergency Inpatients,,491,2479,5.048879837,,465,3007,6.466666667,
2019Q4,,S08000026,,S08000026,d,Emergency Inpatients,,485,2200,4.536082474,,453,3089,6.818984547,
2020Q1,,S08000026,,S08000026,d,Emergency Inpatients,,481,2176,4.523908524,,450,2893,6.428888889,
2020Q2,,S08000026,,S08000026,d,Emergency Inpatients,,361,1216,3.368421053,,326,1761,5.401840491,
2020Q3,,S08000026,,S08000026,d,Emergency Inpatients,,486,1997,4.109053498,,452,2565,5.674778761,
2020Q4,,S08000026,,S08000026,d,Emergency Inpatients,,458,1750,3.820960699,,437,2348,5.372997712,
2021Q1,,S08000026,,S08000026,d,Emergency Inpatients,,450,1588,3.528888889,,409,2291,5.601466993,
2021Q2,,S08000026,,S08000026,d,Emergency Inpatients,,462,1759,3.807359307,,426,2618,6.145539906,
2021Q3,,S08000026,,S08000026,d,Emergency Inpatients,,505,1983,3.926732673,,459,2581,5.623093682,
2021Q4,,S08000026,,S08000026,d,Emergency Inpatients,,496,1991,4.014112903,,476,2990,6.281512605,
2022Q1,,S08000026,,S08000026,d,Emergency Inpatients,,414,1913,4.620772947,,386,2278,5.901554404,
2022Q2,,S08000026,,S08000026,d,Emergency Inpatients,,472,2178,4.61440678,,447,2707,6.055928412,
2022Q3,p,S08000026,,S08000026,d,Emergency Inpatients,,263,1446,5.498098859,,255,1687,6.615686275,
2017Q3,,S08000026,,S12000027,,Emergency Inpatients,,509,2108,4.141453831,,472,2800,5.93220339,
2017Q4,,S08000026,,S12000027,,Emergency Inpatients,,544,2238,4.113970588,,517,3063,5.924564797,
2018Q1,,S08000026,,S12000027,,Emergency Inpatients,,547,2109,3.855575868,,514,2818,5.482490272,
2018Q2,,S08000026,,S12000027,,Emergency Inpatients,,531,2145,4.039548023,,500,2901,5.802,
2018Q3,,S08000026,,S12000027,,Emergency Inpatients,,494,2064,4.178137652,,464,2607,5.618534483,
2018Q4,,S08000026,,S12000027,,Emergency Inpatients,,537,2019,3.759776536,,521,3061,5.875239923,
2019Q1,,S08000026,,S12000027,,Emergency Inpatients,,524,2359,4.501908397,,472,2710,5.741525424,
2019Q2,,S08000026,,S12000027,,Emergency Inpatients,,513,2263,4.411306043,,479,2857,5.964509395,
2019Q3,,S08000026,,S12000027,,Emergency Inpatients,,491,2479,5.048879837,,465,3007,6.466666667,
2019Q4,,S08000026,,S12000027,,Emergency Inpatients,,485,2200,4.536082474,,453,3089,6.818984547,
2020Q1,,S08000026,,S12000027,,Emergency Inpatients,,481,2176,4.523908524,,450,2893,6.428888889,
2020Q2,,S08000026,,S12000027,,Emergency Inpatients,,361,1216,3.368421053,,326,1761,5.401840491,
2020Q3,,S08000026,,S12000027,,Emergency Inpatients,,486,1997,4.109053498,,452,2565,5.674778761,
2020Q4,,S08000026,,S12000027,,Emergency Inpatients,,458,1750,3.820960699,,437,2348,5.372997712,
2021Q1,,S08000026,,S12000027,,Emergency Inpatients,,450,1588,3.528888889,,409,2291,5.601466993,
2021Q2,,S08000026,,S12000027,,Emergency Inpatients,,462,1759,3.807359307,,426,2618,6.145539906,
2021Q3,,S08000026,,S12000027,,Emergency Inpatients,,505,1983,3.926732673,,459,2581,5.623093682,
2021Q4,,S08000026,,S12000027,,Emergency Inpatients,,496,1991,4.014112903,,476,2990,6.281512605,
2022Q1,,S08000026,,S12000027,,Emergency Inpatients,,414,1913,4.620772947,,386,2278,5.901554404,
2022Q2,,S08000026,,S12000027,,Emergency Inpatients,,472,2178,4.61440678,,447,2707,6.055928412,
2022Q3,p,S08000026,,S12000027,,Emergency Inpatients,,263,1446,5.498098859,,255,1687,6.615686275,
2017Q3,,S08000030,,S12000041,,Emergency Inpatients,,2303,6460,2.805036908,,2267,17291,7.627260697,
2017Q4,,S08000030,,S12000041,,Emergency Inpatients,,2367,6707,2.833544571,,2304,17427,7.563802083,
2018Q1,,S08000030,,S12000041,,Emergency Inpatients,,2301,6216,2.701434159,,2309,18803,8.1433521,
2018Q2,,S08000030,,S12000041,,Emergency Inpatients,,2295,6704,2.921132898,,2281,18270,8.009644893,
2018Q3,,S08000030,,S12000041,,Emergency Inpatients,,2246,6518,2.902048085,,2204,16179,7.340744102,
2018Q4,,S08000030,,S12000041,,Emergency Inpatients,,2280,6851,3.004824561,,2252,16865,7.488898757,
2019Q1,,S08000030,,S12000041,,Emergency Inpatients,,2381,7008,2.943301134,,2344,16612,7.087030717,
2019Q2,,S08000030,,S12000041,,Emergency Inpatients,,2397,6586,2.747601168,,2393,16783,7.013372336,
2019Q3,,S08000030,,S12000041,,Emergency Inpatients,,2327,6832,2.935969059,,2308,16434,7.120450607,
2019Q4,,S08000030,,S12000041,,Emergency Inpatients,,2425,6591,2.717938144,,2396,17048,7.115191987,
2020Q1,,S08000030,,S12000041,,Emergency Inpatients,,2128,5741,2.697838346,,2165,16518,7.629561201,
2020Q2,,S08000030,,S12000041,,Emergency Inpatients,,1718,4018,2.338766007,,1670,9551,5.719161677,
2020Q3,,S08000030,,S12000041,,Emergency Inpatients,,2112,5566,2.635416667,,2064,13651,6.613856589,
2020Q4,,S08000030,,S12000041,,Emergency Inpatients,,2097,6087,2.902718169,,2064,15046,7.289728682,
2021Q1,,S08000030,,S12000041,,Emergency Inpatients,,1912,5235,2.737970711,,1901,15307,8.052077854,
2021Q2,,S08000030,,S12000041,,Emergency Inpatients,,2151,5998,2.788470479,,2125,14304,6.731294118,
2021Q3,,S08000030,,S12000041,,Emergency Inpatients,,2175,6033,2.773793103,,2143,14483,6.758282781,
2021Q4,,S08000030,,S12000041,,Emergency Inpatients,,2324,6705,2.885111876,,2290,16840,7.35371179,
2022Q1,,S08000030,,S12000041,,Emergency Inpatients,,2267,6615,2.917953242,,2226,15286,6.867026056,
2022Q2,,S08000030,,S12000041,,Emergency Inpatients,,2327,5925,2.54619682,,2272,16130,7.099471831,
2022Q3,p,S08000030,,S12000041,,Emergency Inpatients,,2247,5318,2.36671117,,2247,17184,7.64753004,
2017Q3,,S08000030,,S12000042,,Emergency Inpatients,,3436,8915,2.594586729,,3402,27187,7.991475603,
2017Q4,,S08000030,,S12000042,,Emergency Inpatients,,3466,9148,2.639353722,,3392,26954,7.94634434,
2018Q1,,S08000030,,S12000042,,Emergency Inpatients,,3309,8688,2.625566636,,3313,27217,8.215212798,
2018Q2,,S08000030,,S12000042,,Emergency Inpatients,,3298,11491,3.484232868,,3262,29273,8.973942367,
2018Q3,,S08000030,,S12000042,,Emergency Inpatients,,3315,8667,2.614479638,,3296,25779,7.821298544,
2018Q4,,S08000030,,S12000042,,Emergency Inpatients,,3275,8590,2.622900763,,3230,25624,7.933126935,
2019Q1,,S08000030,,S12000042,,Emergency Inpatients,,3239,8644,2.668724915,,3198,27704,8.662914321,
2019Q2,,S08000030,,S12000042,,Emergency Inpatients,,3165,7799,2.464139021,,3142,24243,7.715786123,
2019Q3,,S08000030,,S12000042,,Emergency Inpatients,,3226,8702,2.697458153,,3184,25845,8.117148241,
2019Q4,,S08000030,,S12000042,,Emergency Inpatients,,3286,7970,2.425441266,,3234,25736,7.957946815,
2020Q1,,S08000030,,S12000042,,Emergency Inpatients,,3260,8417,2.58190184,,3295,27093,8.22245827,
2020Q2,,S08000030,,S12000042,,Emergency Inpatients,,2716,5995,2.207290133,,2703,17082,6.319644839,
2020Q3,,S08000030,,S12000042,,Emergency Inpatients,,3088,7605,2.462759067,,3044,20639,6.78022339,
2020Q4,,S08000030,,S12000042,,Emergency Inpatients,,3087,7809,2.529640428,,3070,21773,7.09218241,
2021Q1,,S08000030,,S12000042,,Emergency Inpatients,,2968,8679,2.924191375,,2942,22645,7.697144799,
2021Q2,,S08000030,,S12000042,,Emergency Inpatients,,3039,7685,2.528792366,,2987,19556,6.547037161,
2021Q3,,S08000030,,S12000042,,Emergency Inpatients,,3154,9407,2.982561826,,3121,23453,7.514578661,
2021Q4,,S08000030,,S12000042,,Emergency Inpatients,,3314,9517,2.871756186,,3267,23936,7.326599327,
2022Q1,,S08000030,,S12000042,,Emergency Inpatients,,3194,8695,2.722291797,,3206,24742,7.717404866,
2022Q2,,S08000030,,S12000042,,Emergency Inpatients,,3185,7892,2.477864992,,3136,24119,7.691007653,
2022Q3,p,S08000030,,S12000042,,Emergency Inpatients,,3089,8433,2.730009712,,3059,23085,7.546583851,
2017Q3,,S08000030,,S08000030,d,Emergency Inpatients,,8834,25863,2.927665837,,8701,67246,7.72853695,
2017Q4,,S08000030,,S08000030,d,Emergency Inpatients,,8928,25988,2.910842294,,8734,67961,7.781199908,
2018Q1,,S08000030,,S08000030,d,Emergency Inpatients,,8680,25554,2.944009217,,8692,70947,8.16233318,
2018Q2,,S08000030,,S08000030,d,Emergency Inpatients,,8593,28569,3.324682881,,8461,70781,8.365559627,
2018Q3,,S08000030,,S08000030,d,Emergency Inpatients,,8729,24230,2.775804789,,8627,64107,7.430972528,
2018Q4,,S08000030,,S08000030,d,Emergency Inpatients,,8723,24525,2.81153273,,8598,66104,7.688299605,
2019Q1,,S08000030,,S08000030,d,Emergency Inpatients,,8841,24941,2.821060966,,8743,68468,7.831179229,
2019Q2,,S08000030,,S08000030,d,Emergency Inpatients,,8886,22761,2.56144497,,8794,64905,7.380600409,
2019Q3,,S08000030,,S08000030,d,Emergency Inpatients,,8880,23236,2.616666667,,8742,65427,7.484214139,
2019Q4,,S08000030,,S08000030,d,Emergency Inpatients,,9163,22593,2.46567718,,9048,69725,7.7061229,
2020Q1,,S08000030,,S08000030,d,Emergency Inpatients,,8639,22056,2.553073272,,8737,72091,8.251230399,
2020Q2,,S08000030,,S08000030,d,Emergency Inpatients,,7234,15911,2.199474703,,7139,45896,6.428911612,
2020Q3,,S08000030,,S08000030,d,Emergency Inpatients,,8446,19727,2.335661852,,8289,55327,6.674749668,
2020Q4,,S08000030,,S08000030,d,Emergency Inpatients,,8297,21181,2.552850428,,8189,58211,7.108438149,
2021Q1,,S08000030,,S08000030,d,Emergency Inpatients,,7894,21101,2.673042817,,7816,61646,7.887154555,
2021Q2,,S08000030,,S08000030,d,Emergency Inpatients,,8418,20861,2.478142077,,8281,57026,6.886366381,
2021Q3,,S08000030,,S08000030,d,Emergency Inpatients,,8460,22655,2.677895981,,8357,63141,7.555462487,
2021Q4,,S08000030,,S08000030,d,Emergency Inpatients,,9027,24368,2.699457184,,8884,67820,7.633948672,
2022Q1,,S08000030,,S08000030,d,Emergency Inpatients,,8860,23483,2.650451467,,8799,67186,7.635640414,
2022Q2,,S08000030,,S08000030,d,Emergency Inpatients,,9031,23100,2.557856273,,8870,69886,7.8789177,
2022Q3,p,S08000030,,S08000030,d,Emergency Inpatients,,8856,21425,2.419263776,,8775,69631,7.935156695,
2017Q3,,S08000030,,S12000048,,Emergency Inpatients,,3095,10488,3.388691438,,3032,22768,7.509234828,
2017Q4,,S08000030,,S12000048,,Emergency Inpatients,,3095,10133,3.273990307,,3038,23580,7.761685319,
2018Q1,,S08000030,,S12000048,,Emergency Inpatients,,3070,10650,3.469055375,,3070,24927,8.119543974,
2018Q2,,S08000030,,S12000048,,Emergency Inpatients,,3000,10374,3.458,,2918,23238,7.963673749,
2018Q3,,S08000030,,S12000048,,Emergency Inpatients,,3168,9045,2.855113636,,3127,22149,7.083146786,
2018Q4,,S08000030,,S12000048,,Emergency Inpatients,,3168,9084,2.867424242,,3116,23615,7.578626444,
2019Q1,,S08000030,,S12000048,,Emergency Inpatients,,3221,9289,2.883886992,,3201,24152,7.545142143,
2019Q2,,S08000030,,S12000048,,Emergency Inpatients,,3324,8376,2.519855596,,3259,23879,7.327094201,
2019Q3,,S08000030,,S12000048,,Emergency Inpatients,,3327,7702,2.314998497,,3250,23148,7.122461538,
2019Q4,,S08000030,,S12000048,,Emergency Inpatients,,3452,8032,2.326767092,,3418,26941,7.882094792,
2020Q1,,S08000030,,S12000048,,Emergency Inpatients,,3251,7898,2.429406337,,3277,28480,8.690875801,
2020Q2,,S08000030,,S12000048,,Emergency Inpatients,,2800,5898,2.106428571,,2766,19263,6.964208243,
2020Q3,,S08000030,,S12000048,,Emergency Inpatients,,3246,6556,2.019716574,,3181,21037,6.613329142,
2020Q4,,S08000030,,S12000048,,Emergency Inpatients,,3113,7285,2.340186315,,3055,21392,7.002291326,
2021Q1,,S08000030,,S12000048,,Emergency Inpatients,,3014,7187,2.384538819,,2973,23694,7.969727548,
2021Q2,,S08000030,,S12000048,,Emergency Inpatients,,3228,7178,2.223667906,,3169,23166,7.31019249,
2021Q3,,S08000030,,S12000048,,Emergency Inpatients,,3131,7215,2.304375599,,3093,25205,8.149046233,
2021Q4,,S08000030,,S12000048,,Emergency Inpatients,,3389,8146,2.403658896,,3327,27044,8.128644424,
2022Q1,,S08000030,,S12000048,,Emergency Inpatients,,3399,8173,2.404530744,,3367,27158,8.065934066,
2022Q2,,S08000030,,S12000048,,Emergency Inpatients,,3519,9283,2.637965331,,3462,29637,8.560658579,
2022Q3,p,S08000030,,S12000048,,Emergency Inpatients,,3520,7674,2.180113636,,3469,29362,8.464110695,
2017Q3,,S08000028,,S12000013,,Emergency Inpatients,,658,2666,4.051671733,,571,5720,10.01751313,
2017Q4,,S08000028,,S12000013,,Emergency Inpatients,,704,2193,3.115056818,,643,5511,8.570762053,
2018Q1,,S08000028,,S12000013,,Emergency Inpatients,,728,2561,3.517857143,,664,5882,8.858433735,
2018Q2,,S08000028,,S12000013,,Emergency Inpatients,,696,2023,2.906609195,,628,5361,8.536624204,
2018Q3,,S08000028,,S12000013,,Emergency Inpatients,,722,2555,3.538781163,,645,5233,8.113178295,
2018Q4,,S08000028,,S12000013,,Emergency Inpatients,,655,2007,3.064122137,,610,5795,9.5,
2019Q1,,S08000028,,S12000013,,Emergency Inpatients,,723,2094,2.89626556,,658,5707,8.67325228,
2019Q2,,S08000028,,S12000013,,Emergency Inpatients,,715,1829,2.558041958,,642,5792,9.021806854,
2019Q3,,S08000028,,S12000013,,Emergency Inpatients,,757,2240,2.959048877,,697,6311,9.054519369,
2019Q4,,S08000028,,S12000013,,Emergency Inpatients,,758,2209,2.914248021,,702,5537,7.887464387,
2020Q1,,S08000028,,S12000013,,Emergency Inpatients,,682,2972,4.357771261,,634,6760,10.66246057,
2020Q2,,S08000028,,S12000013,,Emergency Inpatients,,513,1354,2.639376218,,451,2726,6.044345898,
2020Q3,,S08000028,,S12000013,,Emergency Inpatients,,566,1744,3.081272085,,513,3423,6.67251462,
2020Q4,,S08000028,,S12000013,,Emergency Inpatients,,703,1934,2.751066856,,621,4009,6.455716586,
2021Q1,,S08000028,,S12000013,,Emergency Inpatients,,566,1786,3.155477032,,519,4065,7.832369942,
2021Q2,,S08000028,,S12000013,,Emergency Inpatients,,616,2308,3.746753247,,547,4736,8.658135283,
2021Q3,,S08000028,,S12000013,,Emergency Inpatients,,632,2228,3.525316456,,559,4809,8.602862254,
2021Q4,,S08000028,,S12000013,,Emergency Inpatients,,585,2561,4.377777778,,527,4795,9.098671727,
2022Q1,,S08000028,,S12000013,,Emergency Inpatients,,633,2728,4.309636651,,571,4757,8.330998249,
2022Q2,,S08000028,,S12000013,,Emergency Inpatients,,613,2858,4.662316476,,550,5456,9.92,
2022Q3,p,S08000028,,S12000013,,Emergency Inpatients,,682,2865,4.200879765,,620,5273,8.50483871,
2017Q3,,S08000028,,S08000028,d,Emergency Inpatients,,658,2666,4.051671733,,571,5720,10.01751313,
2017Q4,,S08000028,,S08000028,d,Emergency Inpatients,,704,2193,3.115056818,,643,5511,8.570762053,
2018Q1,,S08000028,,S08000028,d,Emergency Inpatients,,728,2561,3.517857143,,664,5882,8.858433735,
2018Q2,,S08000028,,S08000028,d,Emergency Inpatients,,696,2023,2.906609195,,628,5361,8.536624204,
2018Q3,,S08000028,,S08000028,d,Emergency Inpatients,,722,2555,3.538781163,,645,5233,8.113178295,
2018Q4,,S08000028,,S08000028,d,Emergency Inpatients,,655,2007,3.064122137,,610,5795,9.5,
2019Q1,,S08000028,,S08000028,d,Emergency Inpatients,,723,2094,2.89626556,,658,5707,8.67325228,
2019Q2,,S08000028,,S08000028,d,Emergency Inpatients,,715,1829,2.558041958,,642,5792,9.021806854,
2019Q3,,S08000028,,S08000028,d,Emergency Inpatients,,757,2240,2.959048877,,697,6311,9.054519369,
2019Q4,,S08000028,,S08000028,d,Emergency Inpatients,,758,2209,2.914248021,,702,5537,7.887464387,
2020Q1,,S08000028,,S08000028,d,Emergency Inpatients,,682,2972,4.357771261,,634,6760,10.66246057,
2020Q2,,S08000028,,S08000028,d,Emergency Inpatients,,513,1354,2.639376218,,451,2726,6.044345898,
2020Q3,,S08000028,,S08000028,d,Emergency Inpatients,,566,1744,3.081272085,,513,3423,6.67251462,
2020Q4,,S08000028,,S08000028,d,Emergency Inpatients,,703,1934,2.751066856,,621,4009,6.455716586,
2021Q1,,S08000028,,S08000028,d,Emergency Inpatients,,566,1786,3.155477032,,519,4065,7.832369942,
2021Q2,,S08000028,,S08000028,d,Emergency Inpatients,,616,2308,3.746753247,,547,4736,8.658135283,
2021Q3,,S08000028,,S08000028,d,Emergency Inpatients,,632,2228,3.525316456,,559,4809,8.602862254,
2021Q4,,S08000028,,S08000028,d,Emergency Inpatients,,585,2561,4.377777778,,527,4795,9.098671727,
2022Q1,,S08000028,,S08000028,d,Emergency Inpatients,,633,2728,4.309636651,,571,4757,8.330998249,
2022Q2,,S08000028,,S08000028,d,Emergency Inpatients,,613,2858,4.662316476,,550,5456,9.92,
2022Q3,p,S08000028,,S08000028,d,Emergency Inpatients,,682,2865,4.200879765,,620,5273,8.50483871,
2017Q3,,RA2701,,RA2701,,Emergency Inpatients,,68,136,2,,66,329,4.984848485,
2017Q4,,RA2701,,RA2701,,Emergency Inpatients,,52,39,0.75,,53,424,8,
2018Q1,,RA2701,,RA2701,,Emergency Inpatients,,28,35,1.25,,30,247,8.233333333,
2018Q2,,RA2701,,RA2701,,Emergency Inpatients,,42,50,1.19047619,,40,165,4.125,
2018Q3,,RA2701,,RA2701,,Emergency Inpatients,,41,76,1.853658537,,40,112,2.8,
